Id	Sent1	Sent2	STANFORD_IDENTITY	STANFORD_SOFT	STANFORD_HYBRID	UD_IDENTITY	UD_SOFT	UD_HYBRID	CONST_IDENTITY	STANFORD_EMBED	STANFORD_HYBRID_EMBED	UD_EMBED	UD_HYBRID_EMBED	BASE_VECTOR_STANFORD	BASE_JACC_WORD	BASE_JACC_POSTAG	BASE_JACC_RELATION_STANFORD	BASE_VECTOR_UD	BASE_JACC_RELATION_UD	Score	Label
87	A lone biker is jumping in the air	A biker is jumping in the air, alone	0.5636018619766345	0.5725025740766715	0.5658616739438529	0.5606119105813882	0.5774557309256757	0.6035972985267873	0.5423261445466404	0.4849886863457404	0.5658616739438529	0.5586135387186204	0.5652443413368862	0.9047619047619048	0.7777777910232544	0.7777777910232544	0.75	0.9047619047619048	0.75	5	ENTAILMENT
88	There is no biker jumping in the air	A lone biker is jumping in the air	0.14907119849998599	0.15549058354935047	0.14835590565279203	0.14394032120171638	0.14001718326793108	0.14453072125664862	0.2546858159868053	0.14447455320951783	0.14835590565279203	0.1438851974507318	0.1320536191510364	0.8010018789148142	0.6000000238418579	0.6000000238418579	0.4000000059604645	0.8010018789148142	0.4000000059604645	4.2	CONTRADICTION
90	A man is jumping into an empty pool	A man is jumping into a full pool	0.4418604651162791	1.0	0.6763005780346821	0.3114754098360656	1.0	0.6009207580487498	1.0	0.48033300278169205	0.6763005780346821	0.3649061638731191	0.6530802258909228	1.0	0.6000000238418579	0.6000000238418579	0.5555555820465088	1.0	0.5555555820465088	3	CONTRADICTION
91	A man is jumping into an empty pool	The man's jumper is in the empty pool	0.021785510047514955	0.18122060890226885	0.08937741291238097	0.01267754020759564	0.09587510570207852	0.06446353791602699	0.4	0.08394417353390067	0.08937741291238097	0.05161741340908318	0.0689259351543236	0.8819171036881969	0.3076923191547394	0.3076923191547394	0.1538461595773697	0.8509629433967631	0.0714285746216774	3.1	NEUTRAL
93	A lone biker is jumping in the air	A man is jumping into a full pool	0.022733144649015782	0.6446036254878612	0.18224993410813473	0.01726448936819622	0.6263386479045703	0.15651397977394413	1.0	0.09333102902033663	0.18224993410813473	0.048154136100690435	0.21389050795615328	1.0	0.23076923191547394	0.23076923191547394	0.1666666716337204	1.0	0.1666666716337204	1.7	NEUTRAL
94	The man's jumper is in the empty pool	A lone biker is jumping in the air	0.0	0.11468292773139112	0.0436899500345488	0.0	0.0810230917748996	0.017961408792353768	0.4	0.006427576096314237	0.0436899500345488	0.0049203042480702956	0.034042362444451815	0.8819171036881969	0.2142857164144516	0.2142857164144516	0.1538461595773697	0.8509629433967631	0.1538461595773697	1.4	NEUTRAL
97	A lone biker is jumping in the air	A man is jumping into an empty pool	0.022733144649015782	0.6446036254878612	0.18224993410813473	0.01726448936819622	0.6263386479045703	0.15651397977394413	1.0	0.09333102902033663	0.18224993410813473	0.047366213760048535	0.225416740904463	1.0	0.23076923191547394	0.23076923191547394	0.1666666716337204	1.0	0.1666666716337204	1.5	NEUTRAL
98	Four kids are doing backbends in the park	Four children are doing backbends in the park	0.4166666666666667	1.0	0.6863917966246528	0.4186046511627907	1.0	0.6862230180045756	1.0	0.8683630178932641	0.6863917966246528	0.867775579606393	0.9173273941773148	1.0	0.7777777910232544	0.7777777910232544	0.75	1.0	0.75	4.8	ENTAILMENT
99	Four children are doing backbends in the gym	Four children are doing backbends in the park	0.5277777777777778	1.0	0.7632984405041656	0.27906976744186046	1.0	0.6397493285586391	1.0	0.6425816753640949	0.7632984405041656	0.4690953618575912	0.7298959175925587	1.0	0.7777777910232544	0.7777777910232544	0.75	1.0	0.75	3.8	NEUTRAL
100	Four girls are doing backbends and playing in the garden	Four girls are doing backbends and playing outdoors	0.5004889976718835	0.4960296775611378	0.4992661308355873	0.45718432698982797	0.4531514042107408	0.3172119487908961	0.7081601212329812	0.5004659365336599	0.4992661308355873	0.5662336813555618	0.4615855048201717	0.8340576562282991	0.6363636255264282	0.6363636255264282	0.6000000238418579	0.8340576562282991	0.6000000238418579	4.1	ENTAILMENT
107	A man who is playing is running with the ball in his hands	A player is running with the ball	0.12196028887743371	0.3548366290918754	0.23484501117931822	0.09389050536260406	0.28640716086094453	0.046002858592746734	0.30842367725319353	0.14689251946592902	0.23484501117931822	0.06133447369497614	0.21078788351518865	0.8891812384738003	0.4615384638309479	0.4615384638309479	0.4166666567325592	0.8891812384738003	0.4166666567325592	4.3	ENTAILMENT
112	Two groups of people are playing football	A player is running with the ball	0.0	0.016448792373994225	0.004168403863601292	0.0	0.09198881484013181	0.018229166666666668	0.30123203803835463	0.015261617802869628	0.004168403863601292	0.01533849023389362	0.04129983071674611	0.47387910220727386	0.0	0.0	0.0	0.47387910220727386	0.0	2.1	NEUTRAL
113	Two teams are competing in a baseball game	A player is running with the ball	0.0	0.3314244901799351	0.05009646412116522	0.0	0.32358764038539933	0.0313140368852459	1.0	0.03673129074529312	0.05009646412116522	0.03716570969515096	0.1260073350546805	0.7789808377045201	0.0	0.0	0.0	0.7789808377045201	0.0	3	NEUTRAL
117	A player is running with the ball	Two teams are competing in a football match	0.0	0.3314244901799351	0.05009646412116522	0.0	0.32358764038539933	0.06024262276073975	1.0	0.03316014445455123	0.05009646412116522	0.023012732545225435	0.11117027555938719	0.7789808377045201	0.0	0.0	0.0	0.7789808377045201	0.0	2.6	NEUTRAL
120	Five wooden stands are in front of each child's hut	Five children are standing in front of a wooden hut	0.08703882797784893	0.13392242017821773	0.10261362799475665	0.03338902816470889	0.06286237925254613	0.029054213018362335	0.510688230856951	0.09132386077878427	0.10261362799475665	0.03574476969768458	0.052703154008268305	0.9045340337332908	0.5	0.5	0.4615384638309479	0.8783100656536799	0.3571428656578064	3.2	NEUTRAL
122	Five kids are standing close together and one kid has a gun	Five kids are standing close together and none of the kids has a gun	0.02166990957050754	0.02458675767211026	0.022284088147120764	0.01980772859381415	0.022473920409610246	0.028333381583722155	0.09997071599332005	0.019083581590331942	0.022284088147120764	0.017881886259453004	0.024444603679068474	0.8661311391372267	0.6666666865348816	0.6666666865348816	0.5	0.8661311391372267	0.5	3.7	CONTRADICTION
124	Five kids are standing close together and none of the kids has a gun	Five children are standing in front of a wooden hut	0.005137739567142586	0.026356399464865475	0.013166047613373118	0.003247746237154661	0.016790131494506436	0.003516817162435624	0.13181762600207414	0.008828450469665045	0.013166047613373118	0.0037045470278823022	0.00976015129323321	0.6779669064975022	0.2777777910232544	0.2777777910232544	0.2222222238779068	0.6779669064975022	0.2222222238779068	2.6	NEUTRAL
126	Five children are standing in a wooden hut	Five kids are standing close together and one kid has a gun	0.007917331283047415	0.059484273321743095	0.031360651457447736	0.006647343595848574	0.04994263713148545	0.06352459016393443	0.22257871507327406	0.05086719648946481	0.031360651457447736	0.040824184467741574	0.040917112088823225	0.6110100926607788	0.25	0.25	0.20000000298023224	0.6110100926607788	0.20000000298023224	2.7	NEUTRAL
127	Five wooden stands are in front of each child's hut	Five kids are standing close together and one kid has a gun	0.0	0.012955449448220021	0.004674550509610972	0.0	0.007212790986552179	0.003191668823269995	0.07820618870057751	0.005463051887299071	0.004674550509610972	0.005453382546132034	0.005379865635600031	0.4707919090691997	0.095238097012043	0.095238097012043	0.05000000074505806	0.45714285714285713	0.05000000074505806	2.3	NEUTRAL
129	An old man is sitting in a field	A man is sitting in a field	0.5163977794943223	0.7801894976054939	0.647871470543161	0.5163977794943222	0.7885738643245783	0.5044966231584841	1.0	0.6940283874230948	0.647871470543161	0.6928993454798247	0.7373885467745993	0.9511897312113419	0.6666666865348816	0.6666666865348816	0.625	0.9511897312113419	0.625	4.4	ENTAILMENT
130	A man is sitting in a field	A man is running in a field	0.14814814814814814	1.0	0.5779816513761468	0.12121212121212122	1.0	0.5670183778769783	1.0	0.4390109608188608	0.5779816513761468	0.41336023791037424	0.7120343890351825	1.0	0.75	0.75	1.0	1.0	1.0	2.6	NEUTRAL
131	A person is wearing a hat and is sitting on the grass	A person is sitting in a field and is wearing a hat	0.023531956447757144	0.042670469432999764	0.018999823491009392	0.019098518816603023	0.32752509094354887	0.06408269719620713	1.0	0.014437445265612251	0.018999823491009392	0.010567583030990492	0.10139203663999895	1.0	0.6153846383094788	0.6153846383094788	0.4615384638309479	1.0	0.4615384638309479	4.1	NEUTRAL
133	A person is sitting and wearing a grass hat	A person is wearing a hat and is sitting on the grass	0.014779042413116882	0.3768300095985233	0.14742901139296866	0.01337540820000151	0.3376229322050547	0.23697638635935436	0.42070316191167123	0.08082200565979349	0.14742901139296866	0.0753213669883728	0.18176424464670382	0.920939263429407	0.8181818127632141	0.8181818127632141	0.5	0.920939263429407	0.5	3.4	NEUTRAL
136	A person is sitting and wearing a grass hat	A man is sitting in a field	0.01735264020984512	0.04580260500380152	0.017704095896074967	0.015696053644933705	0.2167978346597198	0.044929766166342186	0.48989794855663565	0.02906122002735555	0.017704095896074967	0.008981640962940254	0.12492819527359114	0.8094272134003795	0.3333333432674408	0.3333333432674408	0.27272728085517883	0.8094272134003795	0.27272728085517883	3.3	NEUTRAL
139	A man is sitting in a field	A person is wearing a hat and is sitting on the grass	0.010514671631275197	0.16581122687101466	0.057583189036607516	0.008607586109834505	0.14967824980744757	0.12237424391752179	0.44655350127227206	0.0303986999931731	0.057583189036607516	0.032701049529018124	0.06088450054102816	0.9369842739743565	0.2857142984867096	0.2857142984867096	0.23076923191547394	0.9369842739743565	0.23076923191547394	3.8	NEUTRAL
140	The current is being ridden by a group of friends in a raft	A group of friends are riding the current in a raft	0.03181021383175947	0.06386701384619965	0.045273748509327826	0.016621518989522334	0.041143279430670095	0.01521267593304088	0.24197978607203927	0.03138303714885899	0.045273748509327826	0.01862290918452628	0.03363884846989167	0.8998200539820064	0.4375	0.3529411852359772	0.3125	0.8998200539820064	0.3125	4.9	ENTAILMENT
141	A group of friends are riding the current in a raft	A group is not riding the current in a raft	0.24713969163151858	0.36433199846660486	0.3043761216147848	0.24409850024959526	0.36957706673606583	0.2778115629229286	0.6222222222222222	0.3358116723305608	0.3043761216147848	0.3439851453341058	0.3650474607026537	0.8971499589146108	0.6153846383094788	0.6153846383094788	0.5833333134651184	0.8971499589146108	0.5833333134651184	3.7	CONTRADICTION
146	The current is being ridden by a group of friends in a raft	This group of people is practicing water safety and wearing preservers	0.004382804402760295	0.02565857852314962	0.01367022407546405	0.0	0.016749472164352058	0.004409471284939386	0.19026955173374469	0.001833586167622161	0.01367022407546405	0.003520582217766051	0.008271200962212	0.6686507980379898	0.15000000596046448	0.15000000596046448	0.10526315867900848	0.6686507980379898	0.10526315867900848	3.2	NEUTRAL
148	A group of friends are riding the current in a raft	This group of people is practicing water safety and wearing preservers	0.004670501165358492	0.11274891507085356	0.03257464435722364	0.0	0.037017005762707805	0.013658289277588744	0.36232865092627065	0.013117932241711124	0.03257464435722364	0.007447235186229692	0.018406031773490334	0.7068454221751479	0.10000000149011612	0.10000000149011612	0.1111111119389534	0.7068454221751479	0.1111111119389534	3.1	NEUTRAL
150	A deer is jumping over a fence	A deer isn't jumping over the fence	0.5120196528544807	0.7276068751089989	0.6198132639817397	0.4167027401411871	0.723746864455746	0.7878787878787878	1.0	0.5120196528544807	0.6198132639817397	0.40103283699462544	0.5893376716695328	0.9459053029269173	0.6666666865348816	0.6666666865348816	0.625	0.9459053029269173	0.625	3.9	CONTRADICTION
159	People are walking inside a building that has many murals on it	People are walking outside a building that has many murals on it	0.24878048780487805	1.0	0.6248477466504263	0.5327102803738317	1.0	0.7665369649805448	1.0	0.7736364142655932	0.6248477466504263	0.8584137612523055	0.9291713221628084	1.0	0.8461538553237915	0.8461538553237915	0.8333333134651184	1.0	0.8333333134651184	3.4	NEUTRAL
161	Several people are in front of a colorful building	Nobody is in front of the colorful building	0.26860765467512676	0.5096471914376256	0.3842829656871299	0.12670245343199008	0.5432840181239	0.22737533972431692	1.0	0.2475335918812716	0.3842829656871299	0.08136243717022246	0.4049746128363152	0.8934271123648291	0.4166666567325592	0.4166666567325592	0.5	0.8852704127574261	0.3636363744735718	3.5	CONTRADICTION
163	People are walking outside a building that has many murals on it	Nobody is in front of the colorful building	0.0	0.06304846330258415	0.022170386904306102	0.0	0.03350361426291584	0.0052431415307988	0.17481496402441948	0.009577627459779943	0.022170386904306102	0.0054115179483757245	0.014659907112043147	0.7370277311900888	0.05263157933950424	0.05263157933950424	0.05882352963089943	0.6963106238227914	0.05882352963089943	3.6	NEUTRAL
164	People are walking outside the building that has several murals on it	Several people are in front of a colorful building	0.0	0.057770049686465555	0.020075447003764218	0.0	0.02431213565231792	0.005219538351117936	0.17481496402441948	0.0	0.020075447003764218	0.006242263486200321	0.010133775896751704	0.808135229794045	0.10526315867900848	0.10526315867900848	0.0555555559694767	0.7705289916987292	0.0555555559694767	3.6	ENTAILMENT
170	A family is watching a little boy who is hitting a baseball	A family is watching a little boy who is missing a baseball	0.08923884514435695	1.0	0.5501385470658053	0.08923884514435695	1.0	0.5501385470658053	1.0	0.30492837940405415	0.5501385470658053	0.30492837940405415	0.6590121840523194	1.0	0.8181818127632141	0.8181818127632141	0.800000011920929	1.0	0.800000011920929	3.9	NEUTRAL
173	A child is hitting a baseball	A family is watching a little boy who is missing a baseball	0.01175332408973935	0.32429704282722976	0.09431038236679862	0.01175332408973935	0.32429704282722976	0.42095086244762064	0.4245959139474202	0.03717631663675256	0.09431038236679862	0.03717631663675256	0.14016503745998155	0.9509298551358543	0.3333333432674408	0.3333333432674408	0.4000000059604645	0.9509298551358543	0.4000000059604645	3.015	NEUTRAL
